año	id_distrito	distrito	id_barrio	barrio	id_uso	uso	num_inmuebles	año_cons_medio	sup_cons	sup_suelo	valor_catastral
2014	01	Centro	013	CORTES	T	Espectáculos	6	1929	29081		39020249.56
2014	01	Centro	013	CORTES	V	Residencial	6456	1921	774864		1177535857.59
2014	01	Centro	013	CORTES	Y	Sanidad y Beneficencia	2	1930	1467		1607416.91
2014	01	Centro	014	JUSTICIA	A	Almacén-Estacionamiento	2878	1977	186131		116947886.59
2014	01	Centro	014	JUSTICIA	C	Comercial	1326	1923	231296		518477250.13
2014	01	Centro	014	JUSTICIA	E	Cultural	37	1942	48937		64809462.32
2014	01	Centro	014	JUSTICIA	G	Ocio y Hostelería	76	1944	58412		125226330.71
2014	01	Centro	014	JUSTICIA	I	Industrial	15	1965	2778		2742294.87
2014	01	Centro	014	JUSTICIA	K	Deportivo	10	1975	3335		6710735.12
2014	01	Centro	014	JUSTICIA	M	Suelos sin edificar, obras de urbanización y jardinería	18			16526	4662651.32
2014	01	Centro	014	JUSTICIA	O	Oficinas	560	1945	436321		918192065.10
2014	01	Centro	014	JUSTICIA	P	Edificio Singular	23	1990	147805		247743143.93
2014	01	Centro	014	JUSTICIA	R	Religioso	22	1857	19366		25850058.09
2014	01	Centro	014	JUSTICIA	T	Espectáculos	4	1922	13082		22667110.59
2014	01	Centro	014	JUSTICIA	V	Residencial	10217	1928	1335300		2159104673.83
2014	01	Centro	014	JUSTICIA	Y	Sanidad y Beneficencia	5	1973	10576		18589952.16
2014	01	Centro	015	UNIVERSIDAD	A	Almacén-Estacionamiento	4751	1974	267250		161123772.98
2014	01	Centro	015	UNIVERSIDAD	C	Comercial	1722	1923	330104		785745526.18
2014	01	Centro	015	UNIVERSIDAD	E	Cultural	32	1939	84399		87111997.27
2014	01	Centro	015	UNIVERSIDAD	G	Ocio y Hostelería	131	1918	141801		268687260.00
2014	01	Centro	015	UNIVERSIDAD	I	Industrial	45	1931	12558		14141328.44
2014	01	Centro	015	UNIVERSIDAD	K	Deportivo	7	1958	2009		2976521.69
2014	01	Centro	015	UNIVERSIDAD	M	Suelos sin edificar, obras de urbanización y jardinería	14			4413	3989120.45
2014	01	Centro	015	UNIVERSIDAD	O	Oficinas	734	1955	382141		655640926.80
2014	01	Centro	015	UNIVERSIDAD	P	Edificio Singular	16	1952	156270		213494712.91
2014	01	Centro	015	UNIVERSIDAD	R	Religioso	16	1902	89395		72996905.23
2014	01	Centro	015	UNIVERSIDAD	T	Espectáculos	1	1900	159		215200.63
2014	01	Centro	015	UNIVERSIDAD	V	Residencial	19645	1929	1811563		2496611676.55
2014	01	Centro	015	UNIVERSIDAD	Y	Sanidad y Beneficencia	19	1923	8660		9225742.26
2014	01	Centro	016	SOL	A	Almacén-Estacionamiento	818	1954	102133		67395619.86
2014	01	Centro	016	SOL	C	Comercial	1250	1916	384213		1430993026.70
2014	01	Centro	016	SOL	E	Cultural	5	1926	17171		25943068.88
2014	01	Centro	016	SOL	G	Ocio y Hostelería	209	1935	183426		328191947.07
2014	01	Centro	016	SOL	I	Industrial	6	1943	307		290254.82
2014	01	Centro	016	SOL	K	Deportivo	1	1890	797		482127.30
2014	01	Centro	016	SOL	M	Suelos sin edificar, obras de urbanización y jardinería	40			28578	5464106.02
2014	01	Centro	016	SOL	O	Oficinas	942	1942	342026		607988820.99
2014	01	Centro	016	SOL	P	Edificio Singular	11	1919	128597		180020893.16
2014	01	Centro	016	SOL	R	Religioso	8	1817	18134		15887862.22
2014	01	Centro	016	SOL	T	Espectáculos	7	1936	23332		38088681.69
2014	01	Centro	016	SOL	V	Residencial	4433	1918	641754		907300608.02
2014	01	Centro	016	SOL	Y	Sanidad y Beneficencia	1	1925	2109		1435914.67
2014	02	Arganzuela	021	IMPERIAL	A	Almacén-Estacionamiento	4913	1993	278393		124955996.70
2014	02	Arganzuela	021	IMPERIAL	C	Comercial	633	1967	85820		114249046.90
2014	02	Arganzuela	021	IMPERIAL	E	Cultural	8	1962	18543		18567081.58
2014	02	Arganzuela	021	IMPERIAL	G	Ocio y Hostelería	2	1992	20648		35918543.78
2014	02	Arganzuela	021	IMPERIAL	I	Industrial	37	1985	33409		28060929.60
2014	02	Arganzuela	021	IMPERIAL	K	Deportivo	9	1985	112105		159370258.93
2014	02	Arganzuela	021	IMPERIAL	M	Suelos sin edificar, obras de urbanización y jardinería	14			110132	82374084.90
2014	02	Arganzuela	021	IMPERIAL	O	Oficinas	125	1975	58122		72858778.52
2014	02	Arganzuela	021	IMPERIAL	R	Religioso	1	1965	63		72920.38
2014	02	Arganzuela	021	IMPERIAL	T	Espectáculos	1	1965	2576		3814484.87
2014	02	Arganzuela	021	IMPERIAL	V	Residencial	10714	1971	993366		1287640594.80
2014	02	Arganzuela	021	IMPERIAL	Y	Sanidad y Beneficencia	5	1989	49821		59525231.02
2014	02	Arganzuela	022	ACACIAS	A	Almacén-Estacionamiento	8716	1990	491826		230250942.17
2014	02	Arganzuela	022	ACACIAS	C	Comercial	1198	1974	177267		245854320.23
2014	02	Arganzuela	022	ACACIAS	E	Cultural	29	1979	27559		29128014.50
2014	02	Arganzuela	022	ACACIAS	G	Ocio y Hostelería	2	1990	6650		9870548.94
2014	02	Arganzuela	022	ACACIAS	I	Industrial	41	1977	19297		13303467.04
2014	02	Arganzuela	022	ACACIAS	K	Deportivo	10	1983	12221		9253841.65
2014	02	Arganzuela	022	ACACIAS	M	Suelos sin edificar, obras de urbanización y jardinería	13			44292	5221165.00
2014	02	Arganzuela	022	ACACIAS	O	Oficinas	173	1973	47237		57009484.47
2014	02	Arganzuela	022	ACACIAS	P	Edificio Singular	8	1978	8201		7871945.65
2014	02	Arganzuela	022	ACACIAS	R	Religioso	4	1986	6551		6954770.17
2014	02	Arganzuela	022	ACACIAS	V	Residencial	17514	1976	1644676		2083209809.63
2014	02	Arganzuela	022	ACACIAS	Y	Sanidad y Beneficencia	7	1983	18950		25125809.68
2014	02	Arganzuela	023	CHOPERA	A	Almacén-Estacionamiento	2170	1983	110483		47301698.25
2014	02	Arganzuela	023	CHOPERA	C	Comercial	656	1955	88898		109419971.53
2014	02	Arganzuela	023	CHOPERA	E	Cultural	25	1962	33380		29747172.99
2014	02	Arganzuela	023	CHOPERA	G	Ocio y Hostelería	11	1931	5038		6279420.68
2014	02	Arganzuela	023	CHOPERA	I	Industrial	23	1958	47222		28103947.04
2014	02	Arganzuela	023	CHOPERA	K	Deportivo	2	1966	360		367150.65
2014	02	Arganzuela	023	CHOPERA	M	Suelos sin edificar, obras de urbanización y jardinería	2			1168	58866.00
2014	02	Arganzuela	023	CHOPERA	O	Oficinas	94	1959	18564		15095156.16
2014	02	Arganzuela	023	CHOPERA	R	Religioso	3	1961	3626		3099098.26
2014	02	Arganzuela	023	CHOPERA	V	Residencial	9400	1957	767964		903633826.18
2014	02	Arganzuela	023	CHOPERA	Y	Sanidad y Beneficencia	10	1954	4303		5764630.78
2014	02	Arganzuela	024	LEGAZPI	A	Almacén-Estacionamiento	7626	2003	279063		132625240.63
2014	02	Arganzuela	024	LEGAZPI	C	Comercial	410	1988	94023		112775416.79
2014	02	Arganzuela	024	LEGAZPI	E	Cultural	2	1997	8450		11169786.89
2014	02	Arganzuela	024	LEGAZPI	I	Industrial	95	1977	45951		32545499.05
2014	02	Arganzuela	024	LEGAZPI	M	Suelos sin edificar, obras de urbanización y jardinería	56			516615	40654746.00
2014	02	Arganzuela	024	LEGAZPI	O	Oficinas	192	1975	137684		192675875.90
2014	02	Arganzuela	024	LEGAZPI	T	Espectáculos	2	1987	5237		7077685.16
2014	02	Arganzuela	024	LEGAZPI	V	Residencial	8519	1997	893428		1268284683.67
2014	02	Arganzuela	024	LEGAZPI	Y	Sanidad y Beneficencia	4	2006	26351		35333246.43
2014	02	Arganzuela	025	DELICIAS	A	Almacén-Estacionamiento	6269	1996	270659		126728943.68
2014	02	Arganzuela	025	DELICIAS	C	Comercial	713	1962	105998		136793852.16
2014	02	Arganzuela	025	DELICIAS	E	Cultural	9	1968	60906		58963110.30
2014	02	Arganzuela	025	DELICIAS	G	Ocio y Hostelería	5	1957	4262		7146628.46
2014	02	Arganzuela	025	DELICIAS	I	Industrial	36	1960	145148		103437041.06
2014	02	Arganzuela	025	DELICIAS	K	Deportivo	4	1978	5608		5309791.24
2014	02	Arganzuela	025	DELICIAS	M	Suelos sin edificar, obras de urbanización y jardinería	39			57186	72043655.00
2014	02	Arganzuela	025	DELICIAS	O	Oficinas	161	1974	266034		372841891.61
2014	02	Arganzuela	025	DELICIAS	P	Edificio Singular	5	1941	40230		39253400.24
2014	02	Arganzuela	025	DELICIAS	R	Religioso	1	1963	3151		2768617.18
2014	02	Arganzuela	025	DELICIAS	V	Residencial	13214	1970	1229382		1524180918.12
2014	02	Arganzuela	025	DELICIAS	Y	Sanidad y Beneficencia	4	1972	14065		19778609.40
2014	02	Arganzuela	026	PALOS DE MOGUER	A	Almacén-Estacionamiento	4174	1991	227837		104995401.83
2014	02	Arganzuela	026	PALOS DE MOGUER	C	Comercial	1041	1949	161050		196624100.51
2014	02	Arganzuela	026	PALOS DE MOGUER	E	Cultural	17	1963	80520		73750777.71
2014	02	Arganzuela	026	PALOS DE MOGUER	G	Ocio y Hostelería	19	1941	39644		55240977.00
2014	02	Arganzuela	026	PALOS DE MOGUER	I	Industrial	44	1967	68255		61294847.41
2014	02	Arganzuela	026	PALOS DE MOGUER	K	Deportivo	5	1966	13327		16391061.44
2014	02	Arganzuela	026	PALOS DE MOGUER	M	Suelos sin edificar, obras de urbanización y jardinería	30			18669	7975378.72
2014	02	Arganzuela	026	PALOS DE MOGUER	O	Oficinas	320	1974	115723		138599065.58
2014	02	Arganzuela	026	PALOS DE MOGUER	P	Edificio Singular	5	1957	24961		20798800.10
2014	02	Arganzuela	026	PALOS DE MOGUER	R	Religioso	12	1956	7585		6793371.27
2014	02	Arganzuela	026	PALOS DE MOGUER	T	Espectáculos	3	1973	20738		24018469.87
2014	02	Arganzuela	026	PALOS DE MOGUER	V	Residencial	13316	1953	1159901		1359643609.43
2014	02	Arganzuela	026	PALOS DE MOGUER	Y	Sanidad y Beneficencia	2	1999	8736		9394593.17
2014	02	Arganzuela	027	ATOCHA	A	Almacén-Estacionamiento	418	1993	47806		36964207.48
2014	02	Arganzuela	027	ATOCHA	C	Comercial	25	1977	115849		159802862.70
2014	02	Arganzuela	027	ATOCHA	E	Cultural	1	2013	7482		5897608.50
2014	02	Arganzuela	027	ATOCHA	I	Industrial	24	1968	199205		300035097.48
2014	02	Arganzuela	027	ATOCHA	M	Suelos sin edificar, obras de urbanización y jardinería	96			79238	85787472.60
2014	02	Arganzuela	027	ATOCHA	O	Oficinas	135	1993	123242		198099435.53
2014	02	Arganzuela	027	ATOCHA	T	Espectáculos	1	1997	18565		22926445.56
2014	02	Arganzuela	027	ATOCHA	V	Residencial	486	1996	52360		79729051.15
2014	03	Retiro	031	PACÍFICO	A	Almacén-Estacionamiento	6374	1987	351890		143269426.49
2014	03	Retiro	031	PACÍFICO	C	Comercial	945	1959	160214		198465853.61
2014	03	Retiro	031	PACÍFICO	E	Cultural	17	1946	35227		30789919.90
2014	03	Retiro	031	PACÍFICO	G	Ocio y Hostelería	1	1994	1638		2073396.78
2014	03	Retiro	031	PACÍFICO	I	Industrial	41	1965	15616		13170766.49
2014	03	Retiro	031	PACÍFICO	K	Deportivo	5	1952	754		1083351.50
2014	03	Retiro	031	PACÍFICO	M	Suelos sin edificar, obras de urbanización y jardinería	28			55096	86412104.32
2014	03	Retiro	031	PACÍFICO	O	Oficinas	369	1968	138471		169410969.50
2014	03	Retiro	031	PACÍFICO	P	Edificio Singular	7	1957	43905		31600249.33
2014	03	Retiro	031	PACÍFICO	R	Religioso	2	1971	6085		7431194.79
2014	03	Retiro	031	PACÍFICO	V	Residencial	16729	1964	1607604		2057407283.00
2014	03	Retiro	031	PACÍFICO	Y	Sanidad y Beneficencia	1	1955	152		154941.33
2014	03	Retiro	032	ADELFAS	A	Almacén-Estacionamiento	5930	1997	234577		106837068.25
2014	03	Retiro	032	ADELFAS	C	Comercial	313	1976	47387		63024618.84
2014	03	Retiro	032	ADELFAS	E	Cultural	3	1957	9392		7418093.56
2014	03	Retiro	032	ADELFAS	G	Ocio y Hostelería	9	1976	12411		23101450.92
2014	03	Retiro	032	ADELFAS	I	Industrial	58	1978	30072		22737221.78
2014	03	Retiro	032	ADELFAS	K	Deportivo	4	1983	3277		2808710.33
2014	03	Retiro	032	ADELFAS	M	Suelos sin edificar, obras de urbanización y jardinería	41			50377	36615645.40
2014	03	Retiro	032	ADELFAS	O	Oficinas	134	1971	75142		90980531.20
2014	03	Retiro	032	ADELFAS	R	Religioso	2	1970	1349		1488571.70
2014	03	Retiro	032	ADELFAS	V	Residencial	8475	1983	840071		1155566801.56
2014	03	Retiro	032	ADELFAS	Y	Sanidad y Beneficencia	5	1988	34553		31734641.01
2014	03	Retiro	033	ESTRELLA	A	Almacén-Estacionamiento	4545	1984	275303		129608057.63
2014	03	Retiro	033	ESTRELLA	C	Comercial	314	1971	36537		48739785.43
2014	03	Retiro	033	ESTRELLA	E	Cultural	8	1973	48718		50583025.77
2014	03	Retiro	033	ESTRELLA	G	Ocio y Hostelería	7	1968	21143		39005152.27
2014	03	Retiro	033	ESTRELLA	I	Industrial	17	1965	10043		8624489.33
2014	03	Retiro	033	ESTRELLA	K	Deportivo	5	1975	16219		19077582.83
2014	03	Retiro	033	ESTRELLA	M	Suelos sin edificar, obras de urbanización y jardinería	10			9930	7634344.00
2014	03	Retiro	033	ESTRELLA	O	Oficinas	261	1975	108638		165445310.65
2014	03	Retiro	033	ESTRELLA	R	Religioso	5	1970	5436		6158703.20
2014	03	Retiro	033	ESTRELLA	V	Residencial	9352	1973	1214884		1707821917.89
2014	03	Retiro	033	ESTRELLA	Y	Sanidad y Beneficencia	14	1973	45151		51752953.86
2014	03	Retiro	034	IBIZA	A	Almacén-Estacionamiento	2077	1974	182806		144344991.20
2014	03	Retiro	034	IBIZA	C	Comercial	792	1947	102830		186877656.09
2014	03	Retiro	034	IBIZA	E	Cultural	4	1946	4402		5768874.74
2014	03	Retiro	034	IBIZA	I	Industrial	30	1951	8792		10698606.66
2014	03	Retiro	034	IBIZA	M	Suelos sin edificar, obras de urbanización y jardinería	18			10169	4291051.08
2014	03	Retiro	034	IBIZA	O	Oficinas	222	1963	54176		100254593.66
2014	03	Retiro	034	IBIZA	P	Edificio Singular	1	1952	1648		2026436.84
2014	03	Retiro	034	IBIZA	R	Religioso	5	1969	7356		8585123.08
2014	03	Retiro	034	IBIZA	T	Espectáculos	1	1945	868		1530277.06
2014	03	Retiro	034	IBIZA	V	Residencial	10082	1948	1171864		1963327027.18
2014	03	Retiro	034	IBIZA	Y	Sanidad y Beneficencia	8	1959	186938		304908537.49
2014	03	Retiro	035	LOS JERÓNIMOS	A	Almacén-Estacionamiento	429	1952	73529		58264955.65
2014	03	Retiro	035	LOS JERÓNIMOS	C	Comercial	188	1940	46216		83490588.54
2014	03	Retiro	035	LOS JERÓNIMOS	E	Cultural	13	1969	110637		194524213.27
2014	03	Retiro	035	LOS JERÓNIMOS	G	Ocio y Hostelería	26	1978	53815		138394786.78
2014	03	Retiro	035	LOS JERÓNIMOS	I	Industrial	59	1965	65994		69217871.10
2014	03	Retiro	035	LOS JERÓNIMOS	K	Deportivo	4	1984	12809		13349104.63
2014	03	Retiro	035	LOS JERÓNIMOS	M	Suelos sin edificar, obras de urbanización y jardinería	10			1135001	32594291.64
2014	03	Retiro	035	LOS JERÓNIMOS	O	Oficinas	242	1943	219651		563827318.39
2014	03	Retiro	035	LOS JERÓNIMOS	P	Edificio Singular	22	1957	189410		398441947.32
2014	03	Retiro	035	LOS JERÓNIMOS	T	Espectáculos	3	1985	5479		8997786.61
2014	03	Retiro	035	LOS JERÓNIMOS	V	Residencial	3151	1949	612809		1308298080.29
2014	03	Retiro	035	LOS JERÓNIMOS	Y	Sanidad y Beneficencia	1	1900	3087		4455888.68
2014	03	Retiro	036	NIÑO JESÚS	A	Almacén-Estacionamiento	1769	1984	196851		85964225.39
2014	03	Retiro	036	NIÑO JESÚS	C	Comercial	302	1967	94333		129679724.06
2014	03	Retiro	036	NIÑO JESÚS	E	Cultural	16	1941	8912		13184917.66
2014	03	Retiro	036	NIÑO JESÚS	I	Industrial	7	1976	625		430511.03
2014	03	Retiro	036	NIÑO JESÚS	K	Deportivo	10	1972	2401		2567521.16
2014	03	Retiro	036	NIÑO JESÚS	M	Suelos sin edificar, obras de urbanización y jardinería	6			10472	3331040.00
2014	03	Retiro	036	NIÑO JESÚS	O	Oficinas	268	1969	98476		154063800.75
2014	03	Retiro	036	NIÑO JESÚS	R	Religioso	6	1981	7914		10890195.84
2014	03	Retiro	036	NIÑO JESÚS	T	Espectáculos	1	1996	13495		21777657.34
2014	03	Retiro	036	NIÑO JESÚS	V	Residencial	6243	1968	891512		1563088736.63
2014	03	Retiro	036	NIÑO JESÚS	Y	Sanidad y Beneficencia	18	1959	45396		54643021.40
2014	04	Salamanca	041	RECOLETOS	A	Almacén-Estacionamiento	4177	1974	370932		347023191.52
2014	04	Salamanca	041	RECOLETOS	C	Comercial	1235	1940	316223		1066728467.31
2014	04	Salamanca	041	RECOLETOS	E	Cultural	31	1934	119797		201261521.33
2014	04	Salamanca	041	RECOLETOS	G	Ocio y Hostelería	25	1974	109689		267088531.78
2014	04	Salamanca	041	RECOLETOS	I	Industrial	25	1949	5634		6882435.76
2014	04	Salamanca	041	RECOLETOS	K	Deportivo	4	1958	1379		2038281.47
2014	04	Salamanca	041	RECOLETOS	M	Suelos sin edificar, obras de urbanización y jardinería	5			17756	1507792.03
2014	04	Salamanca	041	RECOLETOS	O	Oficinas	894	1957	543101		1398328791.19
2014	04	Salamanca	041	RECOLETOS	P	Edificio Singular	7	1952	30886		56575815.06
2014	04	Salamanca	041	RECOLETOS	R	Religioso	9	1939	18994		24292407.08
2014	04	Salamanca	041	RECOLETOS	T	Espectáculos	4	1977	14781		43234592.39
2014	04	Salamanca	041	RECOLETOS	V	Residencial	8567	1946	1737004		3557694631.71
2014	04	Salamanca	041	RECOLETOS	Y	Sanidad y Beneficencia	2	1935	348		467581.93
2014	04	Salamanca	042	GOYA	A	Almacén-Estacionamiento	4198	1981	262505		207713864.15
2014	04	Salamanca	042	GOYA	C	Comercial	1480	1941	331909		864366724.08
2014	04	Salamanca	042	GOYA	E	Cultural	23	1959	33172		39166986.19
2014	04	Salamanca	042	GOYA	G	Ocio y Hostelería	19	1946	75393		179599665.78
2014	04	Salamanca	042	GOYA	I	Industrial	25	1961	92487		102492805.21
2014	04	Salamanca	042	GOYA	K	Deportivo	6	1972	94071		181091723.14
2014	04	Salamanca	042	GOYA	M	Suelos sin edificar, obras de urbanización y jardinería	4			4232	5145503.00
2014	04	Salamanca	042	GOYA	O	Oficinas	601	1964	203563		348347182.74
2014	04	Salamanca	042	GOYA	P	Edificio Singular	1	1974	1538		1995801.08
2014	04	Salamanca	042	GOYA	R	Religioso	3	1949	4697		6336562.38
2014	04	Salamanca	042	GOYA	T	Espectáculos	2	1979	5784		11246114.11
2014	04	Salamanca	042	GOYA	V	Residencial	15912	1944	1877411		3132387854.77
2014	04	Salamanca	042	GOYA	Y	Sanidad y Beneficencia	9	1952	50260		81080498.72
2014	04	Salamanca	043	FUENTE DEL BERRO	A	Almacén-Estacionamiento	3290	1987	181258		93027165.63
2014	04	Salamanca	043	FUENTE DEL BERRO	C	Comercial	673	1955	97307		133039192.81
2014	04	Salamanca	043	FUENTE DEL BERRO	E	Cultural	28	1951	39226		39528151.36
2014	04	Salamanca	043	FUENTE DEL BERRO	G	Ocio y Hostelería	2	1982	1581		2397903.95
2014	04	Salamanca	043	FUENTE DEL BERRO	I	Industrial	73	1959	35698		36274383.48
2014	04	Salamanca	043	FUENTE DEL BERRO	K	Deportivo	5	1983	23193		10590179.36
2014	04	Salamanca	043	FUENTE DEL BERRO	M	Suelos sin edificar, obras de urbanización y jardinería	13			6913	8402998.20
2014	04	Salamanca	043	FUENTE DEL BERRO	O	Oficinas	249	1967	87912		106945916.04
2014	04	Salamanca	043	FUENTE DEL BERRO	P	Edificio Singular	1	1985	72857		84394684.80
2014	04	Salamanca	043	FUENTE DEL BERRO	R	Religioso	20	1969	6066		6151218.07
2014	04	Salamanca	043	FUENTE DEL BERRO	T	Espectáculos	1	1960	1271		1880380.95
2014	04	Salamanca	043	FUENTE DEL BERRO	V	Residencial	10434	1958	1022448		1407737770.40
2014	04	Salamanca	043	FUENTE DEL BERRO	Y	Sanidad y Beneficencia	9	1948	27577		28976918.32
2014	04	Salamanca	044	GUINDALERA	A	Almacén-Estacionamiento	8022	1988	429922		199085541.18
2014	04	Salamanca	044	GUINDALERA	C	Comercial	1453	1960	198154		281813479.51
2014	04	Salamanca	044	GUINDALERA	E	Cultural	34	1962	70572		76130043.77
2014	04	Salamanca	044	GUINDALERA	G	Ocio y Hostelería	13	2001	40297		69289972.37
2014	04	Salamanca	044	GUINDALERA	I	Industrial	136	1962	32175		26217738.48
2014	04	Salamanca	044	GUINDALERA	K	Deportivo	22	1970	97557		99731223.73
2014	04	Salamanca	044	GUINDALERA	M	Suelos sin edificar, obras de urbanización y jardinería	53			82859	29712448.32
2014	04	Salamanca	044	GUINDALERA	O	Oficinas	565	1971	237408		303890955.92
2014	04	Salamanca	044	GUINDALERA	P	Edificio Singular	1	1990	3224		3875779.60
2014	04	Salamanca	044	GUINDALERA	R	Religioso	8	1964	7794		9293254.05
2014	04	Salamanca	044	GUINDALERA	T	Espectáculos	2	1948	4807		7779146.03
2014	04	Salamanca	044	GUINDALERA	V	Residencial	20128	1966	2153076		2958519039.63
2014	04	Salamanca	044	GUINDALERA	Y	Sanidad y Beneficencia	15	1953	27753		36535077.07
2014	04	Salamanca	045	LISTA	A	Almacén-Estacionamiento	3364	1981	215508		175744226.54
2014	04	Salamanca	045	LISTA	C	Comercial	876	1947	145112		289887466.49
2014	04	Salamanca	045	LISTA	E	Cultural	11	1962	25533		30585244.50
2014	04	Salamanca	045	LISTA	G	Ocio y Hostelería	72	1995	23367		50491437.98
2014	04	Salamanca	045	LISTA	I	Industrial	9	1974	1278		1174364.17
2014	04	Salamanca	045	LISTA	K	Deportivo	5	1975	9122		10737568.69
2014	04	Salamanca	045	LISTA	M	Suelos sin edificar, obras de urbanización y jardinería	3			5203	162605.20
2014	04	Salamanca	045	LISTA	O	Oficinas	376	1965	156606		299792319.68
2014	04	Salamanca	045	LISTA	P	Edificio Singular	5	1941	71856		95453316.81
2014	04	Salamanca	045	LISTA	R	Religioso	1	1955	5275		6974886.16
2014	04	Salamanca	045	LISTA	T	Espectáculos	1	1950	2199		2374616.54
2014	04	Salamanca	045	LISTA	V	Residencial	10829	1950	1278968		2083764279.66
2014	04	Salamanca	045	LISTA	Y	Sanidad y Beneficencia	12	1948	104392		136220262.94
2014	04	Salamanca	046	CASTELLANA	A	Almacén-Estacionamiento	3919	1978	362334		325576013.91
2014	04	Salamanca	046	CASTELLANA	C	Comercial	798	1947	221442		685114372.29
2014	04	Salamanca	046	CASTELLANA	E	Cultural	10	1951	63272		95695988.63
2014	04	Salamanca	046	CASTELLANA	G	Ocio y Hostelería	21	1977	71357		193708408.76
2014	04	Salamanca	046	CASTELLANA	I	Industrial	37	1973	6447		6658708.05
2014	04	Salamanca	046	CASTELLANA	K	Deportivo	4	1952	2023		4283681.25
2014	04	Salamanca	046	CASTELLANA	M	Suelos sin edificar, obras de urbanización y jardinería	4			3422	33703677.84
2014	04	Salamanca	046	CASTELLANA	O	Oficinas	699	1965	617969		1596076243.59
2014	04	Salamanca	046	CASTELLANA	P	Edificio Singular	9	1960	41414		90141460.47
2014	04	Salamanca	046	CASTELLANA	R	Religioso	10	1941	15540		17821043.16
2014	04	Salamanca	046	CASTELLANA	T	Espectáculos	1	2002	958		1670900.50
2014	04	Salamanca	046	CASTELLANA	V	Residencial	8275	1951	1480799		2951641578.14
2014	04	Salamanca	046	CASTELLANA	Y	Sanidad y Beneficencia	10	1952	42474		71990517.52
2014	05	Chamartín	051	EL VISO	A	Almacén-Estacionamiento	2335	1982	163700		115522417.81
2014	05	Chamartín	051	EL VISO	C	Comercial	609	1962	96318		228361777.40
2014	05	Chamartín	051	EL VISO	E	Cultural	72	1953	226890		335194237.32
2014	05	Chamartín	051	EL VISO	G	Ocio y Hostelería	6	1956	9382		19745258.80
2014	05	Chamartín	051	EL VISO	I	Industrial	18	1968	8896		11113259.46
